id;aluno_id;materia_id;data;presente
2115;2124;5;2025-04-11;0
2116;925;7;2025-02-13;1
2117;1563;8;2025-03-18;1
2118;1161;14;2025-03-20;0
2119;2771;15;2025-04-03;1
2120;1436;11;2025-01-02;1
2121;271;13;2025-03-06;0
2122;179;1;2025-04-01;0
2123;2387;23;2025-03-29;1
2124;2498;1;2025-04-16;1
2125;2795;21;2025-03-20;0
2126;1704;11;2025-01-21;0
2127;2043;19;2025-02-24;1
2128;1697;6;2025-03-02;0
2129;519;19;2025-04-19;0
2130;2108;29;2025-04-06;0
2131;2799;27;2025-04-03;1
2132;2754;12;2025-02-28;0
2133;1687;12;2025-04-14;1
2134;2387;19;2025-03-28;1
2135;476;21;2025-04-11;0
2136;2464;16;2025-02-07;1
2137;477;24;2025-01-22;0
2138;1449;9;2025-02-05;1
2139;691;27;2025-03-16;1
2140;2186;26;2025-03-07;1
2141;1033;19;2025-01-29;0
2142;702;12;2025-03-31;0
2143;2515;15;2025-02-17;1
2144;1892;4;2025-03-04;0
2145;2041;22;2025-02-07;1
2146;1470;24;2025-03-20;0
2147;2524;29;2025-04-07;0
2148;2962;7;2025-04-25;1
2149;527;10;2025-03-05;1
2150;378;5;2025-02-07;1
2151;2591;22;2025-01-24;0
2152;894;6;2025-01-17;1
2153;19;9;2025-04-07;1
2154;973;15;2025-02-11;1
2155;211;1;2025-02-15;1
2156;3051;13;2025-03-23;1
2157;3073;28;2025-04-08;0
2158;1009;20;2025-02-09;0
2159;1670;3;2025-03-15;1
2160;1663;2;2025-01-06;0
2161;630;13;2025-03-28;0
2162;2927;10;2025-02-07;1
2163;2069;9;2025-01-21;1
2164;997;26;2025-01-27;1
2165;565;16;2025-02-04;0
2166;1487;30;2025-04-08;1
2167;1234;15;2025-04-07;1
2168;296;1;2025-02-28;1
2169;1252;2;2025-04-27;0
2170;790;21;2025-04-08;0
2171;2542;8;2025-04-13;1
2172;836;5;2025-04-22;1
2173;358;3;2025-04-21;1
2174;2415;30;2025-02-19;1
2175;1409;20;2025-04-02;1
2176;2340;22;2025-02-12;0
2177;1011;26;2025-01-04;1
2178;3023;25;2025-03-03;1
2179;972;4;2025-03-16;1
2180;2334;28;2025-01-17;0
2181;2658;21;2025-01-28;1
2182;879;14;2025-04-20;1
2183;116;25;2025-04-02;1
2184;17;26;2025-01-04;0
2185;663;17;2025-03-08;0
2186;652;2;2025-02-04;1
2187;834;13;2025-02-01;0
2188;1064;3;2025-01-31;1
2189;2092;18;2025-03-06;1
2190;1762;17;2025-03-14;1
2191;2831;10;2025-02-13;0
2192;1695;19;2025-01-09;1
2193;2156;9;2025-01-06;0
2194;510;12;2025-01-13;1
2195;856;5;2025-03-16;1
2196;1301;12;2025-03-17;1
2197;1982;29;2025-02-18;0
2198;1196;12;2025-01-18;1
2199;503;10;2025-04-16;0
2200;2607;18;2025-04-07;0
2201;330;13;2025-01-05;0
2202;2929;15;2025-01-22;0
2203;2696;15;2025-02-07;1
2204;2281;20;2025-04-27;0
2205;1247;17;2025-04-13;0
2206;855;18;2025-01-03;0
2207;2510;12;2025-03-10;1
2208;1481;7;2025-01-27;1
2209;1331;7;2025-03-30;0
2210;1314;24;2025-02-08;1
2211;2164;1;2025-03-04;0
2212;202;20;2025-04-11;1
2213;2344;5;2025-01-23;0
2214;3094;30;2025-01-27;1
2215;2286;18;2025-01-17;0
2216;2138;14;2025-04-10;0
2217;1028;23;2025-02-22;1
2218;1786;2;2025-01-05;1
2219;2764;30;2025-02-03;0
2220;2397;28;2025-02-06;0
2221;2702;3;2025-01-20;1
2222;2545;25;2025-01-16;0
2223;279;3;2025-03-02;0
2224;1589;2;2025-01-07;0
2225;2356;23;2025-01-20;0
2226;1838;28;2025-04-19;0
2227;939;18;2025-02-15;1
2228;1596;5;2025-01-15;1
2229;629;30;2025-02-12;0
2230;1599;27;2025-02-06;0
2231;3084;23;2025-03-01;0
2232;353;21;2025-02-22;1
2233;214;30;2025-02-21;0
2234;2673;25;2025-04-11;0
2235;2719;11;2025-03-14;0
2236;742;22;2025-02-03;0
2237;153;3;2025-03-30;1
2238;1275;12;2025-02-12;1
2239;2816;15;2025-04-24;0
2240;234;9;2025-02-25;0
2241;1426;5;2025-01-10;0
2242;817;5;2025-04-24;0
2243;182;15;2025-04-15;1
2244;1483;22;2025-01-16;1
2245;2544;10;2025-01-21;1
2246;1764;25;2025-04-27;0
2247;277;12;2025-03-15;1
2248;2585;19;2025-03-20;0
2249;2978;20;2025-01-22;1
2250;2077;3;2025-01-10;0
2251;1167;3;2025-01-10;1
2252;1473;7;2025-02-23;1
2253;728;17;2025-01-12;1
2254;976;4;2025-01-23;1
2255;1901;4;2025-01-06;0
2256;2575;17;2025-04-12;1
2257;2044;15;2025-03-08;1
2258;2059;1;2025-02-08;0
2259;2181;6;2025-02-09;0
2260;35;9;2025-03-31;0
2261;353;30;2025-03-08;0
2262;354;8;2025-01-16;1
2263;1260;19;2025-04-20;1
2264;1761;9;2025-04-13;1
2265;591;20;2025-04-25;1
2266;817;16;2025-02-04;0
2267;1251;22;2025-02-24;0
2268;1547;2;2025-01-30;0
2269;1329;6;2025-01-15;0
2270;2882;11;2025-03-14;1
2271;209;10;2025-02-09;1
2272;1524;30;2025-02-03;1
2273;675;1;2025-03-09;0
2274;2072;18;2025-01-22;0
2275;213;26;2025-01-14;0
2276;1503;24;2025-01-16;0
2277;210;27;2025-01-19;1
2278;2346;22;2025-03-19;0
2279;538;21;2025-03-06;0
2280;1543;30;2025-02-14;1
2281;2003;24;2025-02-16;0
2282;1330;20;2025-04-18;0
2283;1819;9;2025-04-26;1
2284;2960;28;2025-02-14;1
2285;2466;10;2025-03-19;0
2286;2687;1;2025-04-19;1
2287;466;21;2025-03-26;0
2288;33;28;2025-02-20;0
2289;2014;18;2025-01-16;0
2290;1893;5;2025-03-25;1
2291;1102;4;2025-01-24;1
2292;3084;21;2025-03-08;1
2293;2336;4;2025-03-21;0
2294;1999;7;2025-03-30;0
2295;1490;19;2025-02-23;1
2296;262;28;2025-04-08;1
2297;918;17;2025-02-11;0
2298;2546;6;2025-02-24;0
2299;63;29;2025-01-02;1
2300;1267;17;2025-03-15;1
2301;1336;14;2025-03-06;1
2302;1835;26;2025-01-06;1
2303;1376;26;2025-01-19;0
2304;1475;14;2025-02-21;1
2305;243;25;2025-04-03;1
2306;1935;7;2025-04-01;0
2307;1561;25;2025-01-06;0
2308;851;25;2025-01-19;0
2309;1982;9;2025-01-21;0
2310;2282;2;2025-01-04;0
2311;1267;18;2025-03-19;1
2312;799;28;2025-03-19;1
2313;2791;8;2025-04-19;1
2314;1981;28;2025-02-01;1
2315;204;26;2025-04-20;1
2316;1511;5;2025-04-03;1
2317;2485;17;2025-01-30;0
2318;1297;18;2025-01-09;0
2319;3102;2;2025-03-01;0
2320;2762;8;2025-01-09;1
2321;250;22;2025-01-16;1
2322;1233;8;2025-04-09;0
2323;875;22;2025-04-21;1
2324;313;20;2025-03-12;0
2325;132;28;2025-03-26;0
2326;345;9;2025-04-17;1
2327;1398;20;2025-01-14;1
2328;1429;11;2025-03-15;0
2329;2380;11;2025-01-07;1
2330;2109;18;2025-02-15;1
2331;553;1;2025-02-21;1
2332;822;25;2025-01-12;0
2333;1446;2;2025-04-05;0
2334;2459;2;2025-03-10;1
2335;1765;7;2025-03-31;1
2336;670;25;2025-02-08;0
2337;2081;22;2025-02-07;1
2338;2864;11;2025-03-18;1
2339;2072;16;2025-02-21;1
2340;122;17;2025-02-13;0
2341;2318;24;2025-01-28;0
2342;2266;15;2025-04-16;0
2343;1616;21;2025-03-16;0
2344;938;6;2025-01-23;1
2345;1698;29;2025-04-16;1
2346;1740;23;2025-04-07;0
2347;2301;9;2025-01-19;0
2348;2232;12;2025-02-19;0
2349;1019;6;2025-04-13;1
2350;1338;6;2025-01-07;1
2351;972;23;2025-02-12;1
2352;2344;10;2025-01-23;0
2353;1845;17;2025-03-04;1
2354;1256;5;2025-02-14;1
2355;1957;21;2025-04-14;0
2356;2091;6;2025-02-16;0
2357;553;25;2025-03-08;0
2358;2170;24;2025-04-05;1
2359;3040;8;2025-03-13;1
2360;2618;30;2025-04-23;1
2361;2316;4;2025-02-15;1
2362;790;24;2025-03-09;0
2363;158;24;2025-03-08;0
2364;1682;29;2025-04-18;0
2365;1716;1;2025-03-14;1
2366;257;9;2025-02-03;1
2367;442;27;2025-03-25;1
2368;1914;4;2025-02-02;0
2369;25;27;2025-02-04;1
2370;775;9;2025-02-18;0
2371;1531;27;2025-04-11;0
2372;1775;9;2025-02-03;0
2373;596;14;2025-02-20;0
2374;157;2;2025-04-03;1
2375;1070;8;2025-03-03;1
2376;1141;24;2025-04-05;1
2377;1769;13;2025-04-24;1
2378;913;6;2025-02-28;0
2379;2486;26;2025-04-23;0
2380;288;25;2025-04-02;0
2381;2559;13;2025-03-30;0
2382;483;14;2025-01-22;0
2383;1217;21;2025-03-21;1
2384;2750;18;2025-03-21;1
2385;563;7;2025-02-25;1
2386;570;20;2025-02-04;1
2387;1769;30;2025-04-25;0
2388;758;29;2025-03-23;1
2389;1369;12;2025-03-24;1
2390;379;3;2025-04-18;0
2391;2985;21;2025-01-22;1
2392;2;5;2025-03-12;0
2393;2432;18;2025-03-05;1
2394;2861;11;2025-02-06;1
2395;1801;14;2025-04-15;1
2396;3057;2;2025-03-13;0
2397;1007;6;2025-03-29;1
2398;538;15;2025-01-22;0
2399;2918;1;2025-03-24;0
2400;1113;4;2025-02-15;0
2401;1312;21;2025-01-21;0
2402;2520;9;2025-04-20;0
2403;1453;8;2025-03-06;0
2404;2785;7;2025-04-01;0
2405;1513;7;2025-04-25;0
2406;1730;12;2025-04-24;0
2407;1686;22;2025-01-12;1
2408;662;11;2025-01-31;0
2409;758;30;2025-04-25;1
2410;297;10;2025-03-08;1
2411;1009;27;2025-04-01;0
2412;1710;10;2025-02-18;1
2413;394;30;2025-01-17;1
2414;2868;28;2025-01-02;0
2415;892;19;2025-04-04;0
2416;1292;14;2025-04-26;0
2417;78;7;2025-03-19;0
2418;917;30;2025-04-16;0
2419;757;1;2025-01-02;1
2420;1403;2;2025-01-03;0
2421;1987;2;2025-04-05;1
2422;2767;19;2025-04-22;0
2423;385;5;2025-04-06;0
2424;583;9;2025-04-21;0
2425;776;28;2025-03-25;0
2426;2895;9;2025-02-12;1
2427;3;21;2025-01-12;0
2428;666;16;2025-02-21;0
2429;239;5;2025-02-24;1
2430;525;23;2025-01-07;1
2431;815;26;2025-03-27;0
2432;2236;22;2025-01-09;0
2433;44;4;2025-02-16;0
2434;2727;5;2025-03-21;1
2435;2947;9;2025-02-10;1
2436;2340;8;2025-03-21;1
2437;2352;23;2025-01-04;0
2438;16;22;2025-02-28;0
2439;2592;12;2025-01-06;1
2440;500;23;2025-01-07;1
2441;904;23;2025-01-10;0
2442;2028;12;2025-03-23;1
2443;2147;18;2025-04-05;1
2444;1415;13;2025-03-12;0
2445;515;17;2025-04-18;1
2446;679;21;2025-02-20;0
2447;1588;24;2025-04-21;1
2448;275;19;2025-04-01;1
2449;1138;28;2025-04-19;1
2450;336;28;2025-02-11;1
2451;1746;2;2025-02-25;1
2452;2050;11;2025-01-28;1
2453;3029;3;2025-01-14;1
2454;544;21;2025-02-10;1
2455;1496;8;2025-02-21;1
2456;174;10;2025-01-04;0
2457;641;11;2025-01-21;0
2458;2941;10;2025-01-30;0
2459;1015;29;2025-01-28;1
2460;2960;14;2025-04-13;1
2461;1659;16;2025-04-14;0
2462;750;9;2025-01-25;0
2463;1338;28;2025-02-17;1
2464;1579;29;2025-03-30;0
2465;1098;29;2025-01-11;1
2466;3110;22;2025-02-15;0
2467;596;19;2025-03-01;0
2468;1510;17;2025-02-28;1
2469;767;1;2025-03-26;0
2470;3023;2;2025-02-02;0
2471;2098;21;2025-03-18;0
2472;2391;3;2025-01-28;1
2473;1047;15;2025-02-20;1
2474;1962;28;2025-01-23;0
2475;1888;19;2025-01-24;1
2476;168;24;2025-04-27;0
2477;793;8;2025-04-26;1
2478;974;15;2025-02-28;1
2479;1148;14;2025-04-03;0
2480;232;8;2025-03-04;0
2481;1856;8;2025-03-18;1
2482;2528;16;2025-02-22;1
2483;1639;15;2025-03-14;1
2484;1917;30;2025-02-13;1
2485;581;4;2025-02-26;1
2486;2004;17;2025-02-11;1
2487;1827;6;2025-01-06;1
2488;1582;12;2025-03-01;0
2489;724;9;2025-01-21;0
2490;234;20;2025-02-28;0
2491;712;15;2025-03-19;1
2492;985;30;2025-03-15;1
2493;1796;13;2025-04-13;0
2494;582;23;2025-03-28;1
2495;1725;3;2025-01-18;1
2496;1936;11;2025-02-16;0
2497;2642;18;2025-03-04;1
2498;669;13;2025-04-21;0
2499;1329;12;2025-03-10;0
2500;1875;28;2025-04-26;0
2501;1896;27;2025-03-03;1
2502;2416;8;2025-02-05;0
2503;1026;21;2025-03-17;0
2504;487;21;2025-01-27;0
2505;1162;17;2025-03-19;1
2506;2952;1;2025-02-06;0
2507;1599;25;2025-02-07;0
2508;1933;6;2025-02-09;1
2509;680;27;2025-01-19;1
2510;2843;13;2025-02-01;1
2511;1056;24;2025-02-05;1
2512;2642;30;2025-03-25;1
2513;905;19;2025-01-18;0
2514;1810;8;2025-03-23;0
2515;2409;14;2025-02-07;0
2516;363;13;2025-01-22;0
2517;915;12;2025-01-14;0
2518;762;11;2025-04-23;1
2519;1546;22;2025-04-08;1
2520;611;18;2025-03-20;0
2521;1185;13;2025-02-04;0
2522;1699;30;2025-01-14;0
2523;1485;13;2025-01-15;1
2524;1655;13;2025-02-20;0
2525;1271;6;2025-03-26;0
2526;2963;15;2025-02-07;0
2527;712;22;2025-04-19;1
2528;1679;29;2025-03-25;0
2529;2279;21;2025-03-30;1
2530;903;25;2025-01-18;1
2531;1467;26;2025-01-09;0
2532;882;22;2025-02-27;1
2533;3031;22;2025-04-19;1
2534;2076;7;2025-04-22;1
2535;2932;10;2025-03-23;1
2536;767;6;2025-04-05;1
2537;640;14;2025-02-27;0
2538;2022;17;2025-01-31;1
2539;2044;18;2025-02-12;1
2540;279;15;2025-01-31;0
2541;1570;8;2025-03-20;1
2542;240;23;2025-01-06;1
2543;1685;30;2025-01-04;1
2544;1102;19;2025-03-18;1
2545;2867;26;2025-04-04;0
2546;1806;15;2025-02-09;1
2547;208;27;2025-02-06;0
2548;1628;22;2025-01-29;0
2549;55;28;2025-03-16;0
2550;1650;23;2025-04-24;0
2551;2013;15;2025-04-25;0
2552;1836;22;2025-04-14;1
2553;2243;10;2025-03-24;0
2554;2473;10;2025-03-01;0
2555;2397;28;2025-03-25;1
2556;845;5;2025-01-15;1
2557;1266;17;2025-04-09;1
2558;2710;9;2025-03-26;0
2559;302;12;2025-04-17;0
2560;2477;20;2025-03-25;1
2561;2355;28;2025-01-13;1
2562;2968;18;2025-03-29;0
2563;1907;19;2025-02-20;1
2564;2710;18;2025-01-09;1
2565;726;10;2025-04-09;1
2566;1607;25;2025-02-15;1
2567;2895;26;2025-03-12;0
2568;1413;18;2025-01-05;0
2569;2994;29;2025-01-03;0
2570;1495;7;2025-03-29;1
2571;2135;8;2025-03-26;0
2572;639;11;2025-02-08;0
2573;793;25;2025-03-26;1
2574;2115;27;2025-03-16;1
2575;279;16;2025-03-20;0
2576;1366;13;2025-01-15;1
2577;1650;3;2025-01-31;1
2578;1812;5;2025-04-02;0
2579;2618;22;2025-03-28;0
2580;632;9;2025-03-15;1
2581;2912;24;2025-04-06;1
2582;1704;18;2025-04-22;0
2583;2227;19;2025-03-21;1
2584;854;9;2025-02-04;1
2585;210;16;2025-02-18;1
2586;834;4;2025-02-10;1
2587;2955;12;2025-04-12;0
2588;1297;28;2025-04-02;0
2589;1847;8;2025-03-20;1
2590;2099;18;2025-02-27;1
2591;1206;23;2025-03-17;0
2592;2214;17;2025-03-01;0
2593;2688;23;2025-01-04;1
2594;2689;3;2025-02-25;1
2595;2720;16;2025-01-08;0
2596;2441;20;2025-01-23;1
2597;1601;26;2025-03-12;1
2598;2937;23;2025-04-27;0
2599;432;5;2025-04-24;0
2600;2042;6;2025-01-27;0
2601;218;30;2025-03-31;1
2602;2706;1;2025-02-23;0
2603;2810;26;2025-03-30;0
2604;2706;3;2025-04-09;0
2605;122;14;2025-01-17;0
2606;297;1;2025-03-31;1
2607;2808;16;2025-01-01;1
2608;48;13;2025-02-19;0
2609;2928;17;2025-04-07;1
2610;1955;9;2025-01-18;0
2611;1804;5;2025-02-17;0
2612;2909;12;2025-04-05;0
2613;2785;8;2025-04-15;1
2614;2772;21;2025-04-20;1
2615;437;8;2025-02-26;1
2616;1956;23;2025-01-29;1
2617;31;10;2025-04-15;0
2618;1035;4;2025-03-24;1
2619;1608;30;2025-01-09;1
2620;2173;21;2025-01-22;0
2621;1905;7;2025-02-19;1
2622;820;13;2025-04-10;0
2623;1362;22;2025-01-14;1
2624;2394;28;2025-02-16;0
2625;1006;11;2025-04-11;0
2626;2462;22;2025-04-10;0
2627;2727;27;2025-03-22;1
2628;2617;26;2025-04-13;0
2629;1258;9;2025-02-17;0
2630;1977;12;2025-02-20;0
2631;1843;22;2025-03-29;1
2632;833;9;2025-01-31;0
2633;218;4;2025-02-19;1
2634;2567;14;2025-04-22;0
2635;934;23;2025-03-14;0
2636;966;21;2025-03-16;0
2637;31;26;2025-02-27;1
2638;1286;26;2025-01-09;1
2639;2396;26;2025-04-02;1
2640;661;27;2025-04-09;1
2641;1151;8;2025-04-20;1
2642;2839;19;2025-02-18;1
2643;2336;8;2025-04-19;0
2644;1057;18;2025-01-10;1
2645;2521;6;2025-03-05;1
2646;2150;2;2025-02-22;0
2647;727;13;2025-01-29;0
2648;2389;17;2025-01-05;1
2649;3075;16;2025-01-29;1
2650;1894;5;2025-01-19;0
2651;2290;4;2025-03-20;1
2652;736;19;2025-04-21;1
2653;1926;27;2025-03-05;1
2654;2210;26;2025-03-05;1
2655;2257;10;2025-04-07;1
2656;802;17;2025-03-25;0
2657;1602;12;2025-02-20;0
2658;2546;15;2025-03-15;0
2659;430;19;2025-04-11;0
2660;1314;25;2025-04-21;1
2661;2806;7;2025-01-05;0
2662;1121;22;2025-04-22;0
2663;366;27;2025-01-14;0
2664;48;5;2025-01-30;0
2665;1124;8;2025-01-24;1
2666;1294;24;2025-01-11;0
2667;1294;21;2025-03-09;1
2668;1650;3;2025-04-04;0
2669;1227;27;2025-01-18;0
2670;761;10;2025-03-03;1
2671;2854;3;2025-04-26;0
2672;2197;25;2025-02-21;1
2673;18;25;2025-04-09;0
2674;1193;28;2025-01-04;0
2675;838;23;2025-03-21;0
2676;1626;24;2025-04-24;1
2677;2312;28;2025-04-04;0
2678;2725;27;2025-01-06;0
2679;1145;22;2025-02-18;1
2680;2590;8;2025-02-23;1
2681;696;5;2025-04-21;1
2682;2279;2;2025-01-12;0
2683;752;19;2025-03-22;1
2684;1592;2;2025-01-10;1
2685;1205;10;2025-01-15;1
2686;2465;23;2025-02-08;1
2687;454;27;2025-02-22;1
2688;3119;3;2025-04-08;1
2689;3035;15;2025-03-20;1
2690;2694;3;2025-04-05;0
2691;1913;3;2025-02-02;1
2692;562;23;2025-04-02;0
2693;2460;19;2025-03-09;0
2694;1908;17;2025-04-13;1
2695;2202;29;2025-04-25;1
2696;520;20;2025-01-13;0
2697;412;25;2025-03-18;0
2698;882;7;2025-04-07;0
2699;975;29;2025-04-08;1
2700;614;7;2025-01-28;1
2701;2856;17;2025-03-10;0
2702;2604;29;2025-03-28;0
2703;2344;30;2025-04-20;1
2704;730;20;2025-01-28;0
2705;1478;8;2025-03-12;1
2706;243;13;2025-01-29;0
2707;800;23;2025-04-02;0
2708;991;13;2025-04-17;1
2709;1950;2;2025-03-27;0
2710;1790;29;2025-02-04;1
2711;92;11;2025-02-25;1
2712;2153;21;2025-01-01;0
2713;1131;28;2025-04-04;1
2714;210;28;2025-02-25;1
2715;1053;20;2025-04-06;1
2716;1066;11;2025-01-17;0
2717;2644;25;2025-04-27;1
2718;1945;5;2025-01-31;0
2719;543;12;2025-01-05;0
2720;1467;11;2025-01-20;1
2721;2774;16;2025-03-06;1
2722;2391;18;2025-03-10;0
2723;683;24;2025-04-06;1
2724;480;15;2025-01-02;0
2725;1300;10;2025-02-24;0
2726;1918;9;2025-02-03;1
2727;100;20;2025-01-21;1
2728;517;25;2025-03-29;0
2729;50;5;2025-01-13;0
2730;1421;12;2025-02-03;1
2731;2437;21;2025-02-23;1
2732;985;6;2025-03-10;1
2733;750;13;2025-03-13;1
2734;2289;17;2025-03-25;1
2735;123;8;2025-01-05;0
2736;1734;11;2025-01-19;1
2737;2757;5;2025-02-17;1
2738;110;25;2025-02-22;0
2739;2084;18;2025-01-06;1
2740;2897;26;2025-01-29;0
2741;1549;15;2025-02-01;1
2742;520;15;2025-02-27;1
2743;348;26;2025-02-25;0
2744;1871;30;2025-01-12;0
2745;253;15;2025-01-10;0
2746;1778;6;2025-03-17;0
2747;1671;24;2025-04-11;1
2748;1606;19;2025-02-26;0
2749;2958;25;2025-04-08;0
2750;2154;18;2025-03-10;0
2751;2833;17;2025-03-17;1
2752;2300;1;2025-03-19;0
2753;810;19;2025-01-14;0
2754;841;26;2025-02-01;1
2755;2886;5;2025-01-29;0
2756;1543;20;2025-02-01;0
2757;493;29;2025-01-05;1
2758;667;20;2025-01-10;0
2759;2251;18;2025-03-07;0
2760;529;26;2025-04-27;1
2761;2819;23;2025-03-23;1
2762;2105;11;2025-02-10;1
2763;1257;4;2025-01-16;0
2764;1966;11;2025-02-07;1
2765;461;11;2025-01-01;0
2766;154;27;2025-04-18;1
2767;1474;22;2025-02-19;1
2768;1335;30;2025-02-13;1
2769;2636;27;2025-03-13;0
2770;2948;6;2025-04-08;1
2771;2877;8;2025-04-23;1
2772;742;8;2025-03-18;1
2773;2500;18;2025-02-05;0
2774;1975;25;2025-01-13;0
2775;548;15;2025-04-23;1
2776;2387;24;2025-02-11;0
2777;890;19;2025-03-01;0
2778;2970;20;2025-02-21;1
2779;2420;20;2025-03-17;0
2780;1183;22;2025-04-03;1
2781;2665;25;2025-03-23;0
2782;2458;19;2025-04-14;0
2783;2758;8;2025-01-13;0
2784;1292;18;2025-02-07;1
2785;2226;5;2025-01-30;1
2786;1944;14;2025-01-14;0
2787;2202;20;2025-01-30;0
2788;2778;27;2025-04-27;0
2789;790;21;2025-01-28;0
2790;1332;6;2025-03-20;1
2791;126;25;2025-02-09;1
2792;2317;24;2025-01-06;1
2793;1158;9;2025-03-30;1
2794;2847;18;2025-02-25;0
2795;2035;11;2025-01-30;1
2796;743;1;2025-01-01;1
2797;442;15;2025-04-03;0
2798;651;25;2025-04-01;0
2799;2758;15;2025-04-21;1
2800;1002;2;2025-04-15;0
2801;965;11;2025-01-05;0
2802;2072;7;2025-02-19;1
2803;2006;26;2025-04-27;1
2804;2216;11;2025-04-24;0
2805;2054;30;2025-01-01;1
2806;1716;10;2025-01-11;0
2807;1488;9;2025-03-14;1
2808;1042;15;2025-03-30;0
2809;845;12;2025-03-26;1
2810;691;4;2025-04-10;0
2811;2994;5;2025-02-08;0
2812;3083;26;2025-01-10;1
2813;2675;30;2025-03-13;0
2814;2684;23;2025-03-06;0
2815;1345;22;2025-01-08;1
2816;863;2;2025-03-09;0
2817;2777;21;2025-03-21;1
2818;466;27;2025-02-27;1
2819;461;5;2025-03-12;1
2820;2725;26;2025-02-20;0
2821;527;4;2025-02-19;1
2822;2156;18;2025-02-03;1
2823;1875;17;2025-01-04;0
2824;2639;6;2025-04-18;0
2825;589;6;2025-04-14;0
2826;1636;13;2025-01-25;1
2827;2572;12;2025-03-07;1
2828;1588;12;2025-02-15;1
2829;753;15;2025-03-16;1
2830;1733;8;2025-03-04;0
2831;1181;29;2025-02-25;1
2832;863;28;2025-03-26;0
2833;774;30;2025-03-25;0
2834;1031;30;2025-04-06;0
2835;504;28;2025-02-03;1
2836;1820;23;2025-02-12;1
2837;2133;25;2025-02-26;0
2838;1015;4;2025-02-27;0
2839;513;30;2025-02-06;1
2840;2164;23;2025-01-13;0
2841;1527;11;2025-03-20;0
2842;547;5;2025-01-28;0
2843;2245;20;2025-02-05;1
2844;337;2;2025-02-19;0
2845;2509;18;2025-01-15;0
2846;2569;3;2025-03-10;1
2847;606;1;2025-03-06;0
2848;833;18;2025-03-18;0
2849;1009;20;2025-04-14;0
2850;1443;7;2025-02-20;1
2851;438;18;2025-02-24;1
2852;1921;26;2025-03-21;0
2853;937;14;2025-04-20;0
2854;475;17;2025-04-18;0
2855;1826;5;2025-04-18;0
2856;691;21;2025-03-31;1
2857;1426;5;2025-01-17;1
2858;2144;15;2025-04-20;0
2859;2696;19;2025-03-10;1
2860;1159;30;2025-04-02;0
2861;1096;24;2025-04-23;1
2862;2286;5;2025-02-14;1
2863;198;23;2025-02-11;0
2864;1199;8;2025-01-22;0
2865;1313;19;2025-02-17;0
2866;2307;5;2025-03-19;1
2867;1426;9;2025-04-04;1
2868;2227;25;2025-03-20;0
2869;2018;15;2025-02-18;1
2870;1828;2;2025-01-23;1
2871;733;13;2025-01-11;1
2872;3091;13;2025-03-15;1
2873;1176;13;2025-01-10;1
2874;133;3;2025-04-26;1
2875;2515;15;2025-01-31;0
2876;2156;28;2025-04-23;1
2877;1849;29;2025-01-16;1
2878;3119;10;2025-03-06;1
2879;1680;1;2025-01-10;0
2880;1901;14;2025-01-12;1
2881;2055;10;2025-03-16;1
2882;952;27;2025-03-25;0
2883;830;29;2025-02-27;0
2884;258;6;2025-01-08;1
2885;226;3;2025-03-29;0
2886;1594;28;2025-03-12;1
2887;234;14;2025-01-24;0
2888;2898;18;2025-03-30;0
2889;1857;2;2025-01-18;0
2890;54;25;2025-02-13;0
2891;2543;15;2025-04-09;0
2892;1496;9;2025-01-11;0
2893;1297;12;2025-04-06;0
2894;361;24;2025-03-17;1
2895;2903;28;2025-01-28;1
2896;1865;16;2025-04-26;1
2897;792;3;2025-03-12;0
2898;1702;29;2025-04-01;0
2899;2040;23;2025-04-27;1
2900;2878;25;2025-03-27;1
2901;2495;1;2025-01-14;1
2902;1014;11;2025-01-20;1
2903;706;17;2025-01-15;0
2904;3110;4;2025-01-19;1
2905;827;1;2025-03-07;0
2906;2316;18;2025-01-22;1
2907;2317;3;2025-04-20;0
2908;90;9;2025-01-22;0
2909;324;24;2025-03-10;0
2910;202;2;2025-02-12;0
2911;82;29;2025-01-19;1
2912;585;29;2025-02-22;1
2913;2188;12;2025-01-11;0
2914;2042;12;2025-03-27;1
2915;427;7;2025-03-31;1
2916;139;24;2025-03-29;0
2917;1821;29;2025-03-20;0
2918;2798;4;2025-01-23;1
2919;2978;3;2025-02-05;0
2920;1520;28;2025-04-19;1
2921;214;11;2025-01-08;0
2922;2073;20;2025-01-09;1
2923;918;8;2025-04-27;0
2924;365;21;2025-01-13;1
2925;629;10;2025-02-22;0
2926;150;17;2025-02-18;0
2927;2014;20;2025-02-25;0
2928;1225;16;2025-03-10;1
2929;2019;3;2025-02-27;1
2930;859;22;2025-01-27;1
2931;2537;18;2025-01-04;1
2932;872;11;2025-02-16;0
2933;83;25;2025-01-23;0
2934;2613;6;2025-03-25;1
2935;1344;10;2025-03-14;1
2936;2876;19;2025-04-07;0
2937;1492;23;2025-01-08;0
2938;806;20;2025-03-12;0
2939;849;5;2025-04-05;1
2940;2288;3;2025-03-12;0
2941;1643;29;2025-04-19;0
2942;235;15;2025-03-20;1
2943;218;7;2025-04-07;0
2944;2492;3;2025-03-18;1
2945;1441;3;2025-03-31;1
2946;744;30;2025-01-20;0
2947;2382;4;2025-04-07;0
2948;2639;7;2025-03-03;1
2949;41;13;2025-04-01;0
2950;819;1;2025-02-16;1
2951;212;6;2025-02-13;0
2952;1812;16;2025-03-30;0
2953;3084;29;2025-01-08;1
