id;aluno_id;avaliacao_id;nota
1284;1891;17;1.21
1285;297;67;3.03
1286;689;61;4.61
1287;2053;46;9.59
1288;2204;81;3.84
1289;1435;32;7.55
1290;1608;60;7.28
1291;792;63;9.15
1292;31;52;3.18
1293;587;58;2.5
1294;207;75;4.91
1295;1283;32;3.63
1296;2107;60;9.61
1297;1364;8;2.64
1298;1374;83;3.03
1299;1298;68;2.0
1300;1685;81;5.6
1301;2931;4;2.8
1302;1812;97;7.64
1303;853;61;5.48
1304;2283;81;6.77
1305;2703;29;3.74
1306;2441;65;8.3
1307;1704;50;2.48
1308;1939;56;4.43
1309;588;21;3.74
1310;2677;64;9.16
1311;713;65;8.61
1312;2001;13;1.62
1313;1423;44;3.98
1314;272;38;0.09
1315;1118;98;2.93
1316;2922;85;9.46
1317;477;11;3.59
1318;2219;24;0.32
1319;708;68;5.95
1320;181;66;4.52
1321;2467;5;1.57
1322;2080;33;4.76
1323;487;25;6.8
1324;2405;97;7.44
1325;1896;16;3.3
1326;1621;9;6.85
1327;1445;48;2.46
1328;1694;65;8.99
1329;1343;1;2.63
1330;1261;34;0.83
1331;2458;4;4.2
1332;1472;36;1.03
1333;1959;86;8.83
1334;676;70;8.12
1335;2890;60;6.21
1336;372;71;7.6
1337;999;46;2.86
1338;2453;49;5.4
1339;1104;26;7.21
1340;1116;30;1.77
1341;2168;50;0.07
1342;2793;99;3.6
1343;1748;74;0.51
1344;1946;86;5.54
1345;523;34;5.79
1346;2406;14;0.09
1347;1022;90;5.87
1348;2246;3;6.76
1349;2804;2;2.73
1350;2516;49;2.5
1351;1442;18;6.77
1352;1176;98;6.0
1353;1411;50;4.91
1354;1960;19;9.39
1355;2879;29;2.86
1356;1248;30;4.78
1357;1392;75;6.25
1358;2654;30;2.55
1359;2562;41;8.99
1360;237;36;3.85
1361;571;95;5.13
1362;516;70;3.73
1363;259;48;6.41
1364;1140;100;0.86
1365;3010;50;0.12
1366;2866;74;4.82
1367;2418;28;0.33
1368;2073;33;9.18
1369;2082;45;0.82
1370;1631;51;4.98
1371;176;4;9.21
1372;115;1;8.08
1373;478;84;4.44
1374;3051;66;2.81
1375;786;52;1.6
1376;864;69;4.58
1377;2190;94;8.6
1378;946;66;1.0
1379;1065;80;8.17
1380;589;36;0.33
1381;1605;84;7.05
1382;1012;87;2.02
1383;2277;92;8.02
1384;651;60;0.78
1385;1842;55;3.5
1386;1166;89;3.2
1387;1982;86;2.86
1388;1748;8;6.85
1389;809;87;2.74
1390;903;49;2.67
1391;1077;13;6.65
1392;1740;1;8.74
1393;1694;88;2.19
1394;2827;98;3.45
1395;2997;76;5.5
1396;1390;2;8.26
1397;1141;66;1.45
1398;23;31;7.86
1399;1420;72;9.68
1400;2611;95;1.48
1401;1266;57;4.99
1402;1723;43;3.25
1403;1378;44;6.85
1404;1423;60;9.1
1405;780;43;6.69
1406;2230;38;2.58
1407;317;64;1.74
1408;1514;63;0.33
1409;1232;99;3.72
1410;2980;21;6.2
1411;948;96;3.83
1412;2573;54;5.88
1413;1922;20;8.73
1414;2926;87;1.51
1415;2932;64;5.29
1416;1151;11;1.71
1417;2029;10;9.91
1418;2574;35;1.73
1419;2070;52;7.07
1420;2066;86;6.16
1421;2695;15;2.51
1422;1459;10;4.91
1423;642;2;6.03
1424;95;61;7.44
1425;573;78;8.44
1426;2145;1;5.03
1427;666;29;3.85
1428;1411;11;0.21
1429;2482;33;5.33
1430;2095;89;5.44
1431;2915;4;4.46
1432;3022;16;5.58
1433;191;87;5.57
1434;3113;47;7.16
1435;1656;42;9.13
1436;2271;68;8.26
1437;2295;75;4.31
1438;2032;11;5.5
1439;1596;42;5.22
1440;2548;95;0.34
1441;1989;18;9.84
1442;2434;54;9.11
1443;179;91;7.41
1444;311;76;5.27
1445;2368;76;4.47
1446;1215;26;4.5
1447;2388;44;0.43
1448;1547;38;5.38
1449;314;1;7.42
1450;1625;32;9.67
1451;3097;16;5.73
1452;1249;92;7.23
1453;193;18;3.38
1454;641;40;9.89
1455;2582;74;1.35
1456;1098;58;3.42
1457;346;98;8.79
1458;58;62;0.34
1459;1693;21;2.88
1460;1204;44;3.78
1461;273;39;2.15
1462;3056;85;4.53
1463;817;72;4.37
1464;2262;71;0.97
1465;2877;9;2.6
1466;1732;25;0.64
1467;1690;10;0.85
1468;1516;55;8.74
1469;3028;27;3.44
1470;2101;81;0.93
1471;437;30;8.33
1472;2343;40;1.59
1473;2948;21;2.88
1474;416;5;2.97
1475;1895;88;5.61
1476;2319;37;2.58
1477;2650;74;6.38
1478;773;74;1.94
1479;70;50;6.36
1480;2530;49;6.49
1481;445;53;7.57
1482;291;64;4.39
1483;244;60;7.42
1484;1792;54;1.45
1485;1677;90;3.45
1486;83;76;4.95
1487;2974;92;8.5
1488;1458;8;4.83
1489;3084;52;9.28
1490;2328;77;4.62
1491;20;48;8.2
1492;60;22;5.38
1493;1503;98;3.54
1494;743;52;0.73
1495;2672;9;4.13
1496;2226;44;4.4
1497;639;47;3.9
1498;391;4;3.84
1499;2029;8;2.83
1500;2746;13;8.25
1501;285;81;1.26
1502;735;72;1.14
1503;532;34;8.7
1504;737;41;0.3
1505;340;37;2.6
1506;832;2;0.53
1507;36;6;9.64
1508;86;73;5.05
1509;1689;9;9.22
1510;2821;38;1.56
1511;1729;85;0.85
1512;2277;63;0.67
1513;2022;73;3.72
1514;1535;20;3.7
1515;2144;35;9.09
1516;1602;12;9.78
1517;1410;44;7.27
1518;2004;2;9.11
1519;2339;82;5.25
1520;2626;15;7.2
1521;1349;93;9.1
1522;2436;14;5.81
1523;1014;43;4.29
1524;2763;52;6.13
1525;708;59;2.95
1526;766;16;5.75
1527;1437;50;0.57
1528;2587;18;4.64
1529;2306;25;3.9
1530;967;11;0.4
1531;790;33;4.86
1532;710;58;8.33
1533;787;58;1.52
1534;2139;10;2.35
1535;1895;29;6.07
1536;2990;40;5.24
1537;1270;2;8.37
1538;2674;69;9.75
1539;2;43;7.71
1540;1929;8;8.4
1541;1954;35;6.45
1542;1235;72;8.29
1543;369;51;4.25
1544;885;28;4.94
1545;1750;2;7.03
1546;9;6;9.28
1547;1513;33;2.37
1548;1254;73;6.77
1549;2988;81;7.68
1550;1167;70;2.34
1551;1680;60;8.01
1552;1549;69;7.37
1553;2506;86;5.98
1554;2665;65;9.83
1555;767;6;7.05
1556;998;15;2.2
1557;1798;41;9.95
1558;1731;31;2.5
1559;298;9;8.43
1560;2986;1;4.14
1561;1328;13;7.89
1562;1271;93;3.81
1563;1430;58;7.43
1564;2941;43;7.16
1565;1225;29;8.47
1566;1088;92;9.03
1567;1177;70;1.28
1568;2187;53;4.22
1569;1558;31;2.8
1570;2589;42;9.0
1571;1593;60;2.13
1572;2602;43;5.89
1573;1855;66;3.02
1574;2575;96;7.2
1575;2647;55;1.75
1576;3045;50;9.53
1577;1395;16;6.69
1578;1386;86;5.05
1579;1492;25;2.95
1580;2370;1;5.2
1581;1300;96;7.81
1582;833;81;6.84
1583;2800;98;7.43
1584;255;49;5.53
1585;2107;76;6.22
1586;2444;9;1.45
1587;1560;95;5.77
1588;1479;49;7.03
1589;678;73;6.9
1590;997;4;8.31
1591;894;2;4.71
1592;1425;99;6.91
1593;2049;27;2.03
1594;455;2;3.77
1595;791;32;2.34
1596;551;8;4.31
1597;856;82;8.27
1598;169;22;0.34
1599;1048;47;3.02
1600;574;98;1.16
1601;2626;53;1.0
1602;458;44;5.4
1603;743;95;0.48
1604;494;18;1.86
1605;1515;71;2.41
1606;3091;2;4.14
1607;3110;61;2.81
1608;2927;79;6.64
1609;2533;90;9.9
1610;749;7;3.53
1611;156;53;5.79
1612;2753;91;5.42
1613;488;9;4.51
1614;3072;18;6.39
1615;1025;54;5.89
1616;2047;94;1.75
1617;3095;73;1.97
1618;2742;16;4.91
1619;2462;53;6.7
1620;184;55;9.29
1621;2314;49;9.17
1622;65;58;2.11
1623;1699;26;9.78
1624;2765;25;8.17
1625;1747;35;7.7
1626;80;81;4.83
1627;2727;68;5.28
1628;2622;67;7.86
1629;1431;15;1.74
1630;1043;93;1.39
1631;1356;40;6.27
1632;1326;79;5.99
1633;473;52;8.02
1634;2586;74;5.57
1635;898;99;8.79
1636;2567;91;2.24
1637;2779;96;0.43
1638;1132;32;1.21
1639;498;63;8.49
1640;2662;47;6.72
1641;600;14;5.7
1642;2314;27;4.14
1643;196;77;8.17
1644;2934;59;0.11
1645;2898;45;3.68
1646;3012;77;4.27
1647;1334;52;3.87
1648;1024;81;0.1
1649;967;90;3.1
1650;2059;34;8.65
1651;2735;92;0.26
1652;2319;100;6.94
1653;2308;34;3.64
1654;543;54;6.85
1655;2018;95;1.85
1656;495;16;4.82
1657;937;23;9.22
1658;2730;80;8.08
1659;2333;84;8.07
1660;1424;30;3.19
1661;1459;15;6.0
1662;3086;54;6.58
1663;367;27;0.93
1664;102;60;3.74
1665;86;31;4.62
1666;2846;57;7.49
1667;252;17;2.67
1668;2516;15;2.65
1669;3074;63;8.69
1670;1382;92;1.94
1671;2058;94;2.44
1672;715;91;1.13
1673;2393;79;7.52
1674;2459;46;2.45
1675;2319;7;8.67
1676;148;78;7.31
1677;2266;14;2.35
1678;2900;98;9.07
1679;2664;72;6.01
1680;2774;74;4.79
1681;453;24;0.93
1682;2995;15;7.11
1683;2747;90;5.53
1684;1987;51;8.93
1685;2373;27;4.4
1686;1727;61;3.3
1687;1395;67;9.63
1688;558;89;9.2
1689;1056;50;5.63
1690;565;64;5.17
1691;2876;71;5.58
1692;814;43;8.64
1693;488;63;2.11
1694;2376;80;9.92
1695;2170;89;9.37
1696;403;83;3.9
1697;767;54;1.24
1698;1495;84;1.77
1699;1668;6;5.89
1700;2569;98;9.82
1701;971;80;3.27
1702;2675;66;6.67
1703;190;23;8.69
1704;1627;38;3.8
1705;14;48;8.68
1706;536;6;0.96
1707;1625;24;8.89
1708;2164;83;8.76
1709;296;19;3.1
1710;1013;23;5.93
1711;1257;73;5.28
1712;707;97;2.22
1713;2769;7;1.01
1714;2534;21;2.22
1715;94;16;1.39
1716;1589;47;6.54
1717;2975;76;8.82
1718;1033;45;3.23
1719;464;52;3.47
1720;2923;88;9.32
1721;2658;100;4.08
1722;1358;96;0.39
1723;1979;12;9.45
1724;2989;34;0.07
1725;2201;95;5.02
1726;2233;24;9.21
1727;1377;61;3.07
1728;2779;97;5.22
1729;3061;55;1.88
1730;2600;40;3.88
1731;2838;57;6.01
1732;2208;3;4.09
1733;1509;17;5.97
1734;3053;47;1.59
1735;2684;20;1.38
1736;1659;31;2.35
1737;1928;34;5.45
1738;2463;91;5.27
1739;2777;99;9.04
1740;886;87;5.33
1741;1976;87;0.35
1742;1426;59;6.9
1743;746;27;4.16
1744;1447;2;9.55
1745;66;7;4.32
1746;1131;86;6.83
1747;109;47;0.69
1748;771;53;5.82
1749;2911;49;7.69
1750;263;36;6.85
1751;3049;13;0.35
1752;461;41;2.01
1753;1410;50;5.21
1754;1328;95;1.09
1755;347;30;9.03
1756;536;26;6.11
1757;157;50;6.65
1758;2335;27;8.87
1759;1301;89;3.47
1760;270;82;0.65
1761;1409;61;4.36
1762;3017;23;1.38
1763;371;20;7.38
1764;291;91;7.26
1765;1303;60;3.27
1766;1220;5;1.1
1767;2058;21;8.68
1768;2788;78;2.74
1769;2646;4;9.79
1770;2075;11;9.12
1771;599;72;2.89
1772;2553;4;2.39
1773;1181;26;7.32
1774;1672;68;0.16
1775;519;55;6.94
1776;1350;3;5.52
1777;283;88;4.3
1778;2969;49;2.57
1779;201;26;5.33
1780;2429;89;2.43
1781;382;50;8.93
1782;3038;81;8.11
1783;1085;26;8.09
1784;2767;26;8.74
1785;3120;71;5.75
1786;2893;18;1.6
1787;2639;56;3.35
1788;1898;84;5.14
1789;1772;31;1.62
1790;2712;2;8.02
1791;562;6;0.43
1792;127;85;1.06
1793;688;70;3.52
1794;2424;96;4.92
1795;658;2;4.78
1796;1809;5;5.4
1797;240;75;6.32
1798;1939;15;5.27
1799;3046;62;6.1
1800;2247;38;3.0
1801;1181;32;3.41
1802;1501;81;0.39
1803;1670;80;4.72
1804;1788;87;6.06
1805;1020;16;2.13
1806;252;32;7.2
1807;46;13;6.8
1808;372;78;1.63
1809;1297;95;8.93
1810;2924;30;0.19
1811;2809;57;5.18
1812;2669;45;7.14
1813;1944;31;8.31
1814;1982;51;1.65
1815;1376;78;1.01
1816;289;93;7.6
1817;256;16;8.57
1818;1204;7;8.95
1819;263;77;6.24
1820;1929;72;9.3
1821;2804;64;7.96
1822;2470;18;8.89
1823;775;97;2.08
1824;116;2;4.63
1825;184;65;0.65
1826;2017;16;3.98
1827;2058;7;1.11
1828;2495;99;2.54
1829;2743;97;4.24
1830;1658;34;6.45
1831;2183;94;0.75
1832;287;65;3.7
1833;1897;5;8.69
1834;1455;82;9.07
1835;2880;63;0.98
1836;388;57;0.4
1837;1817;13;5.22
1838;584;57;5.52
1839;1506;32;9.34
1840;2457;4;3.79
1841;2426;48;2.81
1842;1727;74;7.86
1843;1123;91;7.23
1844;2906;77;2.42
1845;1005;53;8.39
1846;1485;32;7.36
1847;2545;39;3.44
1848;1836;81;7.96
1849;844;18;5.91
1850;1261;63;7.62
1851;2310;17;5.6
1852;2271;98;7.81
1853;772;34;8.31
1854;3021;22;4.61
1855;1356;54;9.22
1856;472;36;6.13
1857;2191;64;4.23
1858;1146;26;9.12
1859;278;53;7.47
1860;461;55;2.97
1861;1124;75;0.09
1862;2398;94;9.55
1863;2591;37;0.34
1864;185;47;3.08
1865;2176;75;5.04
1866;212;43;5.66
1867;2000;52;2.57
1868;535;50;9.53
1869;3056;8;2.71
1870;322;7;4.74
1871;619;77;2.81
1872;1422;72;2.25
1873;536;40;9.18
1874;669;67;9.61
1875;1921;9;6.64
1876;2835;30;4.12
1877;3047;7;8.38
1878;229;87;6.27
1879;665;10;2.96
1880;1478;23;8.38
1881;246;82;6.25
1882;415;41;8.6
1883;2519;86;5.55
1884;494;81;8.2
1885;31;50;6.57
1886;1057;25;4.0
1887;555;36;9.59
1888;72;5;7.67
1889;2236;3;8.77
1890;3002;51;1.12
1891;2840;39;5.21
1892;1778;98;1.77
1893;2520;8;7.4
1894;2720;41;2.51
1895;1581;96;2.72
1896;99;38;7.83
1897;2860;13;5.58
1898;2382;2;0.7
1899;1880;82;9.35
1900;995;44;6.96
1901;2307;37;8.69
1902;627;18;9.96
1903;1064;52;7.26
1904;1952;99;9.71
1905;246;49;5.48
1906;1496;15;3.21
1907;2817;34;2.51
1908;1235;77;2.5
1909;2652;83;2.58
1910;657;30;8.05
1911;196;61;3.3
1912;188;91;4.91
1913;1343;31;0.42
1914;2012;44;8.8
1915;622;55;7.93
1916;1121;31;7.01
1917;489;59;6.59
1918;615;6;0.15
1919;544;55;1.18
1920;1585;47;8.66
1921;74;52;1.17
1922;158;72;4.8
1923;1927;87;9.39
1924;1430;96;8.18
1925;2902;31;2.62
1926;3081;97;7.64
1927;42;15;5.66
1928;847;10;8.59
1929;1060;73;7.45
1930;1851;13;2.88
1931;1789;46;4.06
1932;134;75;5.73
1933;169;30;9.1
1934;657;28;2.26
1935;2192;14;4.99
1936;1964;15;0.25
1937;1379;4;2.35
1938;1403;36;7.33
1939;1489;54;8.9
1940;1893;75;4.75
1941;383;73;8.55
1942;1490;88;6.31
1943;1567;86;3.04
1944;2958;79;4.49
1945;1373;13;5.45
1946;2939;35;1.87
1947;2416;5;2.67
1948;1469;93;7.13
1949;122;6;0.82
1950;275;93;4.31
1951;1445;28;3.22
1952;3063;73;6.45
1953;2454;84;8.0
1954;3104;4;1.09
1955;2819;46;7.19
1956;2122;67;3.43
1957;1105;53;9.8
1958;1580;44;9.59
1959;1368;67;7.04
1960;279;61;0.57
1961;469;90;2.16
1962;2396;22;8.71
1963;230;59;7.67
1964;3082;47;2.76
1965;2859;100;2.55
1966;1587;12;2.21
1967;977;50;9.46
1968;2529;66;2.84
1969;601;11;0.86
1970;235;56;7.02
1971;2382;20;8.39
1972;1651;39;0.41
1973;2361;86;8.88
1974;953;53;0.97
1975;2178;39;7.54
1976;1688;1;7.97
1977;1286;72;6.25
1978;1460;77;5.36
1979;2654;48;0.21
1980;917;20;2.14
1981;1907;97;7.0
1982;1789;72;1.41
1983;3103;38;7.25
1984;1311;71;3.79
1985;423;29;0.94
1986;377;3;0.78
1987;3060;33;1.94
1988;2706;34;4.79
1989;1352;43;4.89
1990;2275;70;2.45
1991;354;75;1.26
1992;2752;77;4.91
1993;1983;30;1.5
1994;2102;72;6.46
1995;2230;77;5.09
1996;723;37;6.93
1997;595;46;6.31
1998;1074;99;2.1
1999;492;24;4.12
2000;1200;61;9.88
2001;266;77;2.11
2002;641;74;3.58
2003;2532;72;4.14
2004;2939;61;8.47
2005;1448;65;9.86
2006;2013;37;1.51
2007;975;94;3.92
2008;832;10;7.47
2009;749;86;7.17
2010;1695;50;9.27
2011;393;72;6.96
2012;348;67;9.16
2013;736;32;0.55
2014;2519;15;6.3
2015;2317;73;4.31
2016;2904;38;3.06
2017;2845;12;8.02
2018;2094;40;2.03
2019;783;69;8.77
2020;2717;35;3.44
2021;438;30;2.43
2022;2080;52;1.55
2023;2036;65;8.87
2024;351;17;3.53
2025;763;48;5.27
2026;670;1;7.23
2027;2210;75;3.32
2028;102;4;4.75
2029;2051;41;7.61
2030;2955;4;2.27
2031;2890;63;5.82
2032;2778;7;3.1
2033;1986;99;8.45
2034;2035;32;0.02
2035;1780;71;9.74
2036;988;4;6.95
2037;137;64;7.19
2038;801;42;5.17
2039;850;65;3.85
2040;1585;77;3.8
2041;1781;91;1.31
2042;2100;3;4.05
2043;2943;5;2.91
2044;1718;96;1.21
2045;2945;60;7.69
2046;2464;85;1.41
2047;1497;13;5.01
2048;2767;14;7.65
2049;1847;77;0.72
2050;136;18;8.2
2051;1594;63;4.76
2052;2120;28;3.81
2053;1504;34;8.47
2054;2319;33;7.46
2055;1861;69;9.27
2056;1227;44;8.85
2057;204;63;9.1
2058;1436;33;4.08
2059;1731;78;8.29
2060;2515;77;1.03
2061;1386;70;3.94
2062;300;1;6.03
2063;1761;79;0.71
2064;367;91;2.67
2065;2593;95;9.51
2066;1098;23;0.95
2067;2948;82;1.56
2068;1968;4;5.59
2069;1251;99;0.18
2070;1207;56;8.48
2071;1803;88;0.18
2072;3040;59;2.48
2073;145;22;2.9
2074;1009;56;8.31
2075;2775;5;3.78
2076;1445;58;1.46
2077;2024;33;2.58
2078;2569;68;0.25
2079;1537;10;9.92
2080;937;92;3.73
2081;2202;33;5.4
2082;2204;73;1.47
2083;224;36;5.24
2084;1469;33;0.07
2085;365;10;5.23
2086;498;90;8.31
2087;281;61;6.98
2088;2188;96;1.97
2089;860;10;4.03
2090;2573;13;8.29
2091;911;9;6.88
2092;2771;59;4.53
2093;56;83;1.01
2094;1869;83;8.07
2095;2554;44;0.37
2096;2505;22;1.43
2097;2857;30;4.87
2098;29;53;3.84
2099;425;5;5.98
2100;2272;93;5.72
2101;863;5;0.1
2102;41;31;6.27
2103;1935;73;7.6
2104;1566;55;8.77
2105;1704;90;4.81
2106;2216;26;4.98
2107;1485;11;0.12
2108;1306;44;0.81
2109;2736;41;2.09
2110;2184;43;6.29
2111;107;19;0.42
2112;186;35;7.26
2113;166;79;3.8
2114;2950;91;7.7
2115;680;66;9.37
2116;2731;91;8.22
2117;73;19;1.74
2118;201;23;0.41
2119;2632;10;1.19
2120;1493;34;6.46
2121;422;9;4.83
2122;1740;65;0.3
2123;1318;58;1.08
2124;2813;86;2.34
2125;1255;14;5.89
2126;1068;95;4.41
2127;1645;87;1.5
2128;1528;61;7.17
2129;1461;98;8.76
2130;2682;61;8.49
2131;207;50;0.92
2132;1730;90;9.93
2133;1534;16;9.53
2134;3084;73;6.74
2135;2758;22;3.43
2136;994;96;1.36
2137;2007;84;1.05
2138;1649;32;3.74
2139;1702;71;1.68
2140;1521;61;3.71
2141;1899;60;7.29
2142;348;34;1.47
2143;1210;16;2.61
2144;809;100;0.02
2145;84;44;1.21
2146;2213;75;4.4
2147;1903;70;9.97
2148;222;67;0.83
2149;2557;89;9.01
2150;2414;9;7.35
2151;2827;26;3.22
2152;118;92;4.43
2153;2037;74;2.12
2154;2789;92;6.4
2155;111;56;5.15
2156;347;93;2.33
2157;812;6;9.49
2158;2228;42;7.7
2159;311;51;0.24
2160;1478;41;6.84
2161;1363;73;6.13
2162;2676;28;7.79
2163;1365;67;9.39
2164;1950;10;1.16
2165;671;10;3.01
2166;816;56;9.67
2167;1070;63;5.26
2168;396;51;3.7
2169;884;89;6.07
2170;1421;70;6.6
2171;1341;10;6.92
2172;1991;50;2.44
2173;2071;11;8.16
2174;2418;16;2.27
2175;1017;2;0.17
2176;228;72;7.25
2177;873;10;5.06
2178;2012;20;2.56
2179;2812;42;1.99
2180;1622;65;7.99
2181;761;75;4.21
2182;2095;2;2.58
2183;3073;44;4.9
2184;1937;12;8.85
2185;1086;49;5.66
2186;2081;90;4.51
2187;1764;20;7.6
2188;2132;74;6.03
2189;1550;54;5.49
2190;1873;45;5.17
2191;809;39;6.64
2192;2615;48;5.81
2193;1574;76;3.64
2194;2869;50;8.63
2195;1696;13;9.77
2196;2812;26;6.12
2197;1293;19;0.53
2198;3001;2;3.98
2199;1326;56;9.45
2200;2042;44;2.7
2201;1529;7;1.91
2202;1448;65;3.45
2203;1513;16;4.08
2204;2147;41;5.6
2205;193;42;6.9
2206;2277;32;3.96
2207;1769;90;6.25
2208;2022;88;4.45
2209;2165;66;4.9
2210;506;35;8.33
2211;451;88;2.09
2212;2218;55;2.43
2213;2473;70;9.94
2214;835;65;8.86
2215;162;50;1.46
2216;3066;10;2.75
2217;292;12;9.25
2218;1595;84;0.21
2219;1074;22;7.81
2220;756;60;7.15
2221;936;97;3.69
2222;19;68;0.22
2223;2111;21;7.24
2224;1072;90;1.16
2225;1491;25;8.2
2226;1531;72;0.27
2227;2671;24;0.58
2228;2379;34;2.07
2229;1331;88;8.02
2230;1319;83;6.2
2231;772;10;1.32
2232;2316;99;2.09
2233;273;66;8.32
2234;1053;10;6.0
2235;2836;94;8.03
2236;2914;77;6.54
2237;1521;77;1.53
2238;2736;3;0.5
2239;2098;12;0.58
2240;3079;1;1.4
2241;1561;79;1.48
2242;518;83;4.09
2243;1015;11;5.51
2244;359;18;1.49
2245;2158;22;6.69
2246;2025;60;6.19
2247;2642;95;4.83
2248;2474;63;2.66
2249;167;10;1.85
2250;2486;27;1.85
2251;181;97;6.43
2252;3026;10;9.71
2253;2601;14;6.82
2254;1903;66;6.36
2255;1420;67;3.83
2256;2669;91;0.57
2257;506;80;7.66
2258;2127;100;7.61
2259;1864;17;8.96
2260;903;30;6.98
2261;1296;10;4.17
2262;2185;70;8.97
2263;2081;100;0.18
2264;1123;24;1.58
2265;2112;82;4.61
2266;46;50;3.44
2267;1590;58;8.79
2268;1143;42;1.36
2269;1403;52;4.39
2270;2498;87;2.91
2271;520;95;3.44
2272;665;50;9.12
2273;2807;35;0.59
2274;1733;32;2.2
2275;535;17;9.07
2276;956;34;7.42
2277;2027;69;6.13
2278;438;92;6.14
2279;2384;83;8.93
2280;734;82;9.19
2281;3119;66;8.6
2282;2485;19;6.78
2283;1681;11;2.97
2284;2152;26;9.36
2285;2765;23;6.62
2286;3036;7;3.93
2287;2562;5;5.6
2288;974;77;9.66
2289;1366;32;4.9
2290;2070;34;2.2
2291;2215;58;2.9
2292;1896;36;3.36
2293;2806;90;2.19
2294;2751;37;7.29
2295;1969;9;9.25
2296;264;7;6.11
2297;1264;17;7.81
2298;3055;19;6.39
2299;2157;58;2.93
2300;2596;30;6.62
2301;2702;68;0.57
2302;407;37;1.64
2303;1929;8;0.79
2304;1728;91;6.16
2305;2779;13;0.08
2306;2387;73;5.65
2307;1796;32;4.92
2308;2475;30;0.33
2309;609;29;3.13
2310;963;90;8.63
2311;1188;42;0.96
2312;1073;96;9.48
2313;1866;13;5.08
2314;2051;99;4.99
2315;1366;97;3.07
2316;865;11;4.78
2317;1620;100;4.36
2318;1794;46;1.16
2319;668;89;6.99
2320;1391;66;1.35
2321;103;52;3.75
2322;291;29;5.8
2323;1517;47;9.4
2324;2333;17;2.64
2325;46;73;3.53
2326;101;91;8.98
2327;136;89;3.73
2328;447;84;6.18
2329;2139;79;5.75
2330;2101;16;3.83
2331;298;21;7.46
2332;1616;83;3.04
2333;717;76;6.84
2334;795;78;4.01
2335;1839;54;5.05
2336;1347;84;2.14
2337;1633;73;5.56
2338;1183;46;5.82
2339;742;35;1.94
2340;23;68;8.09
2341;2541;31;4.47
2342;403;79;2.88
2343;1882;99;3.48
2344;293;31;4.78
2345;568;41;0.86
2346;1483;10;2.71
2347;2898;26;2.06
2348;1888;66;6.94
2349;2979;7;8.02
2350;1252;23;9.74
2351;2606;83;2.11
2352;2850;1;2.47
2353;1159;16;6.84
2354;922;13;6.36
2355;1583;98;8.0
2356;3007;17;9.12
2357;1669;94;8.88
2358;1288;31;8.25
2359;2643;5;4.18
2360;1756;61;0.89
2361;2011;50;2.48
2362;1413;76;0.24
2363;1015;52;8.23
2364;1905;35;7.58
2365;1141;65;0.06
2366;1884;34;0.29
2367;1140;38;0.36
2368;1668;42;5.87
2369;1620;64;8.62
2370;3057;15;6.14
2371;2610;46;2.0
2372;2792;79;2.35
2373;2331;37;3.21
2374;306;23;5.88
2375;1136;32;8.14
2376;2978;97;1.83
2377;1001;66;1.0
2378;757;49;5.56
2379;2103;57;8.47
2380;840;29;7.48
2381;18;16;7.15
2382;1565;76;8.48
2383;48;32;5.55
2384;706;78;4.44
2385;1796;45;9.55
2386;522;38;0.74
2387;629;98;5.21
2388;2491;22;3.2
2389;320;54;6.01
2390;1738;92;6.56
2391;2200;44;8.81
2392;2606;31;5.18
2393;908;2;4.35
2394;2352;59;8.68
2395;2288;14;7.11
2396;2282;3;1.75
2397;627;84;6.13
2398;2098;42;4.15
2399;2928;53;0.67
2400;2809;42;6.89
2401;1076;72;2.21
2402;1948;8;6.55
2403;1667;91;8.28
2404;317;25;7.64
2405;2004;64;0.24
2406;3028;51;6.0
2407;2372;76;3.98
2408;1581;5;3.89
2409;48;63;9.62
2410;2229;15;9.18
2411;13;33;7.64
2412;390;63;9.99
2413;672;83;8.65
2414;1393;57;1.88
2415;1581;31;1.08
2416;2867;76;4.33
2417;716;21;4.07
2418;2609;62;8.04
2419;2240;78;8.74
2420;889;48;7.89
2421;1062;18;6.03
2422;1833;18;8.29
2423;2939;72;0.22
2424;1550;94;2.98
2425;1818;77;6.2
2426;1547;12;6.38
2427;1640;11;0.25
2428;1270;58;2.74
2429;658;56;2.07
2430;225;63;9.57
2431;2349;81;9.25
2432;1532;49;0.14
2433;1227;55;7.33
2434;1332;20;3.37
2435;2210;28;5.95
2436;2976;32;4.88
2437;1217;81;3.17
2438;1211;67;2.07
2439;2607;53;4.02
2440;2214;26;7.34
2441;1856;91;2.41
2442;2111;40;7.16
2443;343;82;2.8
2444;2389;68;5.31
2445;2510;65;1.23
2446;671;54;2.91
2447;1822;65;2.27
2448;709;66;1.5
2449;1977;73;0.29
2450;1540;62;8.37
2451;623;78;7.85
2452;2085;7;3.39
2453;2902;34;7.79
2454;2995;72;2.94
2455;2795;1;5.34
2456;2320;27;4.91
2457;1916;77;7.32
2458;2507;9;2.82
2459;2760;51;2.94
2460;1016;81;2.37
2461;2052;92;5.45
2462;2779;100;8.21
2463;2468;54;9.75
2464;2197;66;5.75
2465;958;94;2.03
2466;1159;12;9.34
2467;1460;45;3.93
2468;12;27;7.25
2469;2443;94;6.07
2470;1677;74;9.25
2471;2163;13;6.28
2472;2251;9;4.55
2473;2815;14;5.54
2474;564;39;5.33
2475;1778;69;5.87
2476;2683;21;6.85
2477;1182;19;4.06
